ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45798038,13658,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,115783 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45764927,157,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,189704 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,0
45801598,20149,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,136292 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45570728,17249,-,FORD,Transit,1998,Microbus,No,Diesel,2.5 Turbo,300000 km,4.0,Manual,Rear,04-May,Left wheel,White,4
44809281,13485,878,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.8,316800 km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,12
45773952,9252,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,361035 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45733539,37984,765,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2,90621 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45811570,13485,-,VOLKSWAGEN,Passat,2008,Sedan,Yes,Petrol,2.0 Turbo,176000 km,6.0,Manual,Front,04-May,Left wheel,Black,12
45804882,30,-,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.5,3200 km,5.0,Automatic,Front,>5,Left wheel,White,6
45629880,16935,765,FORD,Fusion,2015,Sedan,Yes,Petrol,2,71454 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45699386,21169,-,NISSAN,Juke,2012,Jeep,No,Petrol,1.6 Turbo,128000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,4
45812747,1254,1079,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,2,48171 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
45094475,10036,-,MAZDA,MPV,2004,Minivan,No,CNG,2.3,115000 km,4.0,Automatic,Front,04-May,Right-hand drive,Grey,2
45761908,8467,-,MERCEDES-BENZ,C 240,2001,Sedan,Yes,Petrol,2.6,0 km,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,8
45797329,8781,-,OPEL,Astra G,2000,Universal,No,Petrol,1.6,279700 km,4.0,Manual,Front,04-May,Left wheel,Black,4
45757260,5175,-,MERCEDES-BENZ,E 240,1998,Sedan,Yes,CNG,2.4,0 km,4.0,Automatic,Rear,04-May,Right-hand drive,Black,2
45660545,13328,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45802440,26594,1292,HYUNDAI,Grandeur,2016,Sedan,Yes,LPG,3,200000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45732067,51965,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,59515 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45490558,6272,-,HONDA,Civic,2001,Sedan,No,Petrol,1.5,111111 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4
45759875,5700,-,MERCEDES-BENZ,A 160,2001,Sedan,No,Petrol,1.6,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,4
45767927,94,448,HONDA,Insight,2012,Hatchback,Yes,Hybrid,1.3,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
45804114,11447,986,LEXUS,HS 250h,2010,Sedan,Yes,Hybrid,2.4,11111 km,4.0,Variator,Front,04-May,Left wheel,Silver,12
45781406,14740,2469,BMW,X5 e53,2004,Jeep,Yes,Petrol,3,320000 km,6.0,Automatic,4x4,04-May,Left wheel,Golden,0
45675929,12544,878,HONDA,Civic,2009,Sedan,Yes,Petrol,1.8,75000 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45774892,5331,-,MERCEDES-BENZ,C 180,1996,Sedan,No,CNG,1.8,0 km,4.0,Manual,Rear,04-May,Left wheel,Red,4
45324859,106627,-,BMW,X6,2015,Jeep,Yes,Diesel,3.5 Turbo,150000 km,6.0,Tiptronic,4x4,>5,Left wheel,Black,12
45729988,40340,971,SSANGYONG,REXTON,2016,Jeep,Yes,Diesel,2.2,146978 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45778055,5018,-,MERCEDES-BENZ,C 240,1999,Sedan,Yes,CNG,2.4,300800 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,6
43147923,7150,-,SUBARU,B9 Tribeca,2005,Jeep,No,Petrol,3,1000 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,4
45786009,31361,779,TOYOTA,Avalon limited,2013,Sedan,Yes,Hybrid,2.5,132000 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,10
45810224,17346,753,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.4,130000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45803412,21326,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,112161 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45733604,73620,1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,51106 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45804837,28589,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,103755 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45810397,23994,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,125774 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45812798,6429,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,234218 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45801876,13771,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,159048 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45789143,4704,-,LAND ROVER,Freelander,2004,Jeep,Yes,Petrol,2.5,458495 km,4.0,Automatic,4x4,04-May,Left wheel,Green,6
45568760,6899,874,VOLKSWAGEN,UP,2013,Hatchback,No,Petrol,1,7914 km,4.0,Tiptronic,Front,02-Mar,Right-hand drive,Red,8
45732044,36231,642,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,2,68359 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45797855,18826,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,132000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45797041,41048,640,HYUNDAI,Genesis,2013,Coupe,Yes,Petrol,2,95605 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45811206,15681,-,HYUNDAI,Veloster,2011,Hatchback,No,Petrol,1.6,72000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Orange,12
45816368,62722,-,LEXUS,GS 450,2013,Sedan,Yes,Hybrid,3.5,69500 km,6.0,Variator,Rear,04-May,Left wheel,Silver,12
45732915,7840,707,HYUNDAI,Sonata,2011,Sedan,Yes,LPG,2,75507 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45677893,12544,271,TOYOTA,Prius C,2014,Hatchback,No,Hybrid,1.5,547744 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45229113,297930,-,MERCEDES-BENZ,AMG GT S,2015,Coupe,Yes,Petrol,4.0 Turbo,20000 km,8.0,Tiptronic,Rear,02-Mar,Left wheel,White,16
45604925,18189,-,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,81000 km,6.0,Automatic,Front,04-May,Left wheel,Silver,8
45733396,57990,1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,13715 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45806453,14426,394,LEXUS,ES 300,2014,Sedan,Yes,Hybrid,2.5,176213 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45781944,5645,-,MERCEDES-BENZ,C 200,1995,Sedan,Yes,Petrol,2,0 km,4.0,Manual,Rear,04-May,Left wheel,Silver,4
45815006,4077,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,200870 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45781828,98787,1356,LEXUS,GX 460,2014,Jeep,Yes,Petrol,4.6,76000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Grey,12
45776482,65858,-,TOYOTA,Avalon,2017,Sedan,Yes,Hybrid,2.5,36800 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
45809399,14768,502,HONDA,FIT,2013,Universal,Yes,Hybrid,1.5,80699 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45764766,125,1664,TOYOTA,Tundra,2013,Coupe,Yes,Petrol,5.7,234683 km,8.0,Automatic,Rear,04-May,Left wheel,White,12
45810934,8467,-,NISSAN,Tiida,2005,Hatchback,Yes,Petrol,1.5,148901 km,4.0,Automatic,Front,04-May,Right-hand drive,Blue,2
45761204,872946,2067,LAMBORGHINI,Urus,2019,Universal,Yes,Petrol,4,2531 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,0
45793045,13328,-,MERCEDES-BENZ,ML 350,2004,Jeep,Yes,CNG,3.7,136000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,8
45801737,18240,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,154900 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45804881,59865,879,HYUNDAI,Tucson,2019,Jeep,Yes,Diesel,1.6,13000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45652836,706,751,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,2.4,0 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45089354,45473,639,BMW,528,2014,Sedan,Yes,Petrol,2.0 Turbo,70000 km,4.0,Tiptronic,Rear,>5,Left wheel,Black,10
36866733,18817,-,MERCEDES-BENZ,Vito 111 CDI,2007,Minivan,No,Diesel,2.2 Turbo,22004 km,4.0,Manual,Rear,02-Mar,Left wheel,White,2
45785093,33556,456,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,2.5,123198 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,12
45754133,15053,382,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,102400 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45772752,314,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,132630 km,6.0,Automatic,Rear,04-May,Left wheel,Silver,12
45768539,627,1750,TOYOTA,Highlander,2008,Sedan,Yes,Hybrid,3.3,277405 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
45806900,6899,-,PEUGEOT,207,2008,Hatchback,No,Petrol,1.6,12700 km,4.0,Automatic,Front,04-May,Left wheel,Silver,6
45732660,8467,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,419603 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45727769,3607,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,163010 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
45631355,6429,1405,BMW,X5,2009,Jeep,Yes,Diesel,3,262072 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0
45809348,25597,833,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,101331 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45732636,15530,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,290850 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45808968,8674,687,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.6,140000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45788960,15681,562,CHEVROLET,Cruze LT RS,2015,Sedan,Yes,Petrol,1.4 Turbo,138000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,10
45804205,38737,694,JAGUAR,XF,2014,Sedan,Yes,Diesel,2.2,153541 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
44387531,14113,-,RENAULT,Clio,2010,Universal,No,Diesel,1.5 Turbo,190000 km,4.0,Manual,Front,04-May,Left wheel,Black,6
45801815,16308,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,165294 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45806511,10349,-,SUBARU,Legacy B4,2006,Sedan,No,Petrol,2,215000 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,White,4
45735759,3607,-,FORD,Transit,1992,Goods wagon,No,Diesel,2.5,1000 km,4.0,Manual,Rear,04-May,Left wheel,Red,1
43635639,11447,490,TOYOTA,Vitz,2011,Hatchback,No,Petrol,1.3,171000 km,4.0,Variator,4x4,04-May,Left wheel,Pink,7
45725107,18826,707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,181000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45807185,7527,-,MERCEDES-BENZ,CLK 320,2000,Sedan,Yes,Petrol,3.2,253640 km,6.0,Tiptronic,Rear,02-Mar,Left wheel,Black,6
45801649,19416,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,159381 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45790966,26657,765,BMW,528,2015,Sedan,Yes,Petrol,2,116691 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0
45649948,392,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45770138,627,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,318285 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45766226,29793,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45801369,4391,-,VOLKSWAGEN,Golf,2000,Hatchback,No,Petrol,1.4,230000 km,4.0,Manual,Front,02-Mar,Left wheel,Blue,16
45684787,19444,-,HYUNDAI,Tucson,2012,Jeep,Yes,Petrol,2.4,0 km,4.0,Tiptronic,Front,04-May,Left wheel,White,6
45809366,28589,833,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,57293 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45809734,40889,697,HONDA,Civic,2015,Sedan,Yes,Petrol,1.8,29000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45654734,549,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,138491 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45814847,16935,584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,105600 km,4.0,Automatic,Front,04-May,Left wheel,Beige,0
45729834,27504,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,74909 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45781106,17249,697,CHEVROLET,Cruze,2015,Sedan,No,Petrol,1.8,37000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
45802185,15681,-,BMW,328,2005,Sedan,Yes,Petrol,3,0 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,10
45797247,14897,528,HYUNDAI,I30,2014,Hatchback,Yes,Diesel,1.6,38554 km,4.0,Automatic,Front,04-May,Left wheel,Beige,4
45798604,3450,-,OPEL,Vectra,1989,Sedan,No,Petrol,2,300000 km,4.0,Manual,Front,04-May,Left wheel,White,0
45770310,1568,1493,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,3.5,77205 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,12
45798418,21856,-,HYUNDAI,Veloster TURBO,2014,Hatchback,Yes,Petrol,1.6 Turbo,51000 km,4.0,Manual,Front,04-May,Left wheel,White,10
45749568,30,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
45810461,13996,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,229276 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45798004,15132,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,143415 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45744803,10192,761,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.8,46527 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45803844,21395,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,169834 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45802600,26927,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,149038 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45801598,20149,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,136292 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45770184,1882,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,146395 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,12
45798123,12849,893,HYUNDAI,Elantra,2008,Sedan,Yes,Petrol,1.6,134592 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45807568,10036,-,NISSAN,Murano,2003,Jeep,Yes,Petrol,3.5,61000 km,6.0,Automatic,4x4,04-May,Left wheel,Golden,12
45781631,15053,-,MERCEDES-BENZ,S 430,2003,Sedan,Yes,Petrol,4.3,240000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Carnelian red,10
43336087,50,-,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,135000 km,4.0,Automatic,Front,04-May,Left wheel,Beige,6
44752649,40456,639,MERCEDES-BENZ,CLA 250,2014,Sedan,Yes,Petrol,2.0 Turbo,64000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,12
45634833,9408,642,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Diesel,2,119619 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45789798,29793,-,FORD,Fusion,2014,Sedan,Yes,Plug-in Hybrid,2,140000 km,4.0,Automatic,Front,04-May,Left wheel,Black,10
45815378,34497,-,NISSAN,Quest,2013,Minivan,Yes,CNG,3.5,45000 km,6.0,Automatic,Front,>5,Left wheel,White,12
45804992,30,-,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,152700 km,4.0,Automatic,Front,04-May,Left wheel,White,8
42108488,300,-,MERCEDES-BENZ,GL 320,2008,Jeep,Yes,Diesel,3.0 Turbo,200000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,8
45765716,188,1659,TOYOTA,Tundra,2014,Jeep,Yes,Petrol,5.7,101928 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12
45730585,20266,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,256175 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45802813,55528,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,84315 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45814446,13799,878,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.8,181129 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45768648,16000,-,SUBARU,Legacy,2006,Sedan,No,Petrol,2.0 Turbo,1111 km,4.0,Manual,4x4,04-May,Right-hand drive,White,6
45781014,7213,1236,HONDA,FIT,2011,Hatchback,No,Petrol,1.3,162000 km,4.0,Automatic,4x4,04-May,Right-hand drive,Silver,2
45755781,14426,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,162424 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45808564,470,891,AUDI,A3,2016,Sedan,Yes,Petrol,2,70414 km,4.0,Automatic,4x4,04-May,Left wheel,White,12
37822404,70,-,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,64000 km,6.0,Tiptronic,Front,04-May,Left wheel,Silver,6
45792133,50178,-,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,60000 km,6.0,Tiptronic,Front,04-May,Left wheel,Black,10
45732052,28927,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,121581 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45813097,21953,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,12000 km,4.0,Tiptronic,Front,04-May,Left wheel,Beige,12
45263264,30420,-,VOLKSWAGEN,Tiguan,2013,Jeep,No,Petrol,2.0 Turbo,74000 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12
44044374,11917,-,MITSUBISHI,Pajero,2002,Jeep,No,CNG,3,174000 km,6.0,Tiptronic,4x4,04-May,Right-hand drive,Silver,2
45759531,392,353,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,115347 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45653475,1803,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,187312 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
45801510,20855,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,31780 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
44807711,13799,697,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,91000 km,4.0,Automatic,Front,>5,Left wheel,Silver,12
45810399,28043,831,CHEVROLET,Orlando,2017,Jeep,Yes,Diesel,1.6,109953 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45649074,7527,1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,55403 km,6.0,Automatic,Rear,04-May,Left wheel,Black,0
45786780,10349,-,FORD,Transit,1995,Microbus,No,Diesel,2.5,327389 km,4.0,Manual,Rear,04-May,Left wheel,Blue,2
45791521,20385,-,TOYOTA,Prius,2013,Hatchback,Yes,Petrol,1.8,295142 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45759335,11133,917,AUDI,A7,2013,Hatchback,Yes,Petrol,3,301707 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0
45642795,1098,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,187312 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
45773888,29793,-,CHEVROLET,Camaro,2013,Coupe,No,Petrol,3.6,131000 km,6.0,Tiptronic,Rear,02-Mar,Left wheel,Red,6
44293576,24148,-,TOYOTA,Camry,2012,Sedan,No,Hybrid,2.4,154000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8
45759856,47042,1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,106918 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
44922837,8311,-,SUZUKI,CERVO,2010,Universal,No,Petrol,0.6,101000 km,4.0,Manual,4x4,02-Mar,Right-hand drive,White,2
45808748,1176,779,FORD,Escape,2013,Jeep,Yes,Petrol,2.5,241638 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45806608,18817,-,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,130000 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
45789073,11290,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4 Turbo,126000 km,8.0,Automatic,Rear,04-May,Left wheel,Silver,6
45774328,392,1327,FORD,Ranger,2011,Pickup,Yes,Petrol,4,326290 km,6.0,Automatic,Rear,04-May,Left wheel,White,12
45809623,37238,595,HONDA,FIT,2015,Hatchback,Yes,Petrol,1.5,37606 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45756044,17249,441,KIA,Optima,2015,Sedan,No,Hybrid,2.4,0 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45760468,11290,915,AUDI,A7,2014,Hatchback,Yes,Petrol,3,0 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
45809450,34560,345,HONDA,FIT,2016,Universal,Yes,Hybrid,1.5,23779 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4
45647568,3136,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,159379 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45798490,17876,640,HYUNDAI,Elantra gt,2013,Hatchback,No,Petrol,2,53000 km,4.0,Automatic,Front,04-May,Left wheel,White,8
45651238,706,1172,LEXUS,RX 350,2011,Jeep,Yes,Petrol,3.5,192338 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45733291,14906,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,34569 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45797437,10406,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,51385 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45778121,23521,595,FORD,Fusion,2015,Sedan,Yes,Petrol,1.5 Turbo,60000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45770552,10976,-,FORD,Mustang,2005,Coupe,No,Petrol,4,124000 km,6.0,Automatic,Rear,02-Mar,Left wheel,Carnelian red,6
45783859,15000,-,BMW,328,2008,Sedan,Yes,CNG,3,210408 km,6.0,Tiptronic,Rear,04-May,Left wheel,White,12
45808278,1098,1091,MAZDA,1000,2016,Jeep,Yes,Petrol,2.5,0 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,12
45782046,11666,562,VOLKSWAGEN,Jetta SE,2015,Sedan,No,Petrol,1.4,69505 km,4.0,Tiptronic,Front,04-May,Left wheel,White,6
45809745,51526,891,HONDA,Civic,2016,Sedan,Yes,Petrol,2,57000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45769112,314,834,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,158870 km,4.0,Automatic,Rear,04-May,Left wheel,White,12
45617632,5018,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45762282,627,475,CHEVROLET,Volt,2012,Jeep,Yes,Hybrid,1.4,188419 km,4.0,Automatic,Front,04-May,Left wheel,Red,0
45795906,22580,-,TOYOTA,Prius Plug in,2012,Sedan,No,Plug-in Hybrid,1.8,116000 km,4.0,Variator,Front,04-May,Left wheel,Silver,10
45773186,94,779,SUBARU,Forester,2013,Jeep,Yes,Petrol,2.5,74688 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,0
45755876,17876,585,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,1.8 Turbo,80000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8
45801636,7200,-,HONDA,Civic,2000,Coupe,Yes,Petrol,1.6,2530 km,4.0,Manual,Front,02-Mar,Left wheel,White,2
45815315,31361,1054,MERCEDES-BENZ,Sprinter 311,2009,Universal,No,Diesel,2.2 Turbo,350000 km,4.0,Manual,Rear,04-May,Left wheel,Green,2
45801471,36137,880,HYUNDAI,Elantra,2018,Sedan,Yes,LPG,1.6,47181 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
43222352,25,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,157000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
45624588,14000,637,SUZUKI,HUSTLER,2014,Hatchback,No,Petrol,0.7,160000 km,3.0,Automatic,Front,04-May,Right-hand drive,Carnelian red,2
45794807,13172,1185,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,205000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Green,8
45758089,5018,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45769322,125,1324,TOYOTA,Highlander,2010,Sedan,Yes,Hybrid,3.3,316912 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12
45815413,4704,4741,VOLKSWAGEN,Jetta,2001,Sedan,No,Petrol,2,111111 km,4.0,Manual,Front,04-May,Right-hand drive,Black,0
45781980,10036,843,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,180000 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45813756,4077,402,KIA,Niro,2017,Jeep,Yes,Hybrid,1.6,67429 km,4.0,Automatic,Front,04-May,Left wheel,White,12
